ques,skill
1924,14
2929,58
1910,79
4486,90
7216,16
12746,102
1505,30
2482,12
5663,103
3703,95
7977,77
8252,53
12641,22
6815,86
1144,24
3224,97
10263,26
13637,17
14354,72
12318,42
3997,20
6996,97
4494,72
5091,62
4002,98
7345,22
11299,63
11445,117
11216,65
6027,6
619,58
11605,106
12859,100
13456,90
5388,19
704,102
3877,103
4011,103
12118,102
10478,72
10538,86
7558,22
8007,77
2236,77
12329,56
7296,22
4550,88
6804,48
6845,86
12833,84
13067,22
13273,90
14307,118
12727,102
4365,42
8713,10
11987,63
7458,20
11013,86
10691,72
13046,84
195,117
2845,77
8536,54
7958,77
2765,54
4763,88
649,58
13486,90
9196,100
11042,6
6116,61
12544,102
4041,103
14096,19
10032,106
4316,42
10785,84
15515,117
2266,77
15110,68
9425,108
1940,92
3638,63
4395,42
15508,114
6153,64
12017,63
2495,85
2636,24
11755,63
9298,3
2493,12
13197,108
7988,77
14853,119
1993,103
14522,19
4346,42
7675,31
10994,86
13148,108
1613,47
3027,67
10374,112
12127,56
13266,100
9771,48
11488,69
10170,53
2787,85
285,23
2666,24
4297,42
6914,54
11248,87
747,54
15091,68
7238,114
12821,100
13418,90
6016,72
14478,70
11995,21
11162,20
4376,42
6060,115
826,54
6590,115
2617,24
8904,89
5,90
5032,87
3057,67
6386,19
660,58
7666,39
9746,112
10560,100
6625,72
7189,114
2693,19
15183,7
11812,21
81,85
12951,65
4327,42
777,54
2252,47
6756,3
11412,87
11035,100
15121,68
5484,103
7268,114
13264,108
10630,51
14945,71
7140,114
3649,63
14540,22
1312,68
8934,89
1050,68
10269,45
12946,108
10444,46
2390,102
10048,46
6531,6
13804,102
7219,114
14621,95
8573,83
7472,65
11976,21
1539,3
11282,98
1263,68
10919,46
12240,67
11662,90
14413,102
12534,19
2938,92
6708,83
10660,51
15049,20
13337,114
15426,7
7170,114
13075,114
10021,64
995,24
3813,63
4135,77
3276,87
8262,46
6187,88
1476,68
2073,58
10736,46
12670,65
14528,25
14051,100
13853,115
10754,63
413,19
7249,114
14651,95
14840,31
3866,74
9972,64
4810,108
9333,77
6279,27
12344,16
5398,49
13785,102
3403,20
8570,54
10502,0
4134,10
10488,65
1025,24
12783,63
13542,115
12962,65
14602,95
6217,88
12218,25
14780,101
6492,27
11263,98
14081,100
14155,49
12818,20
10784,63
3153,30
4777,52
5897,83
10701,65
4548,0
11460,117
305,85
3956,88
12635,84
5236,108
13276,117
3257,87
714,24
1323,68
1815,5
8243,46
12431,25
14731,101
14993,101
15328,91
4294,83
9817,18
5051,62
7709,112
381,43
12332,19
2640,118
14632,95
2433,54
15229,85
1533,63
5430,58
2947,46
5187,108
8060,46
12630,90
12212,102
4402,67
6441,102
6260,27
10844,6
14944,101
15025,26
11356,117
13389,115
2706,105
2792,108
7973,77
2926,108
4220,26
15455,24
3287,87
4481,67
8273,46
14761,101
6258,102
12163,102
4494,6
13820,72
7887,10
4222,72
10765,63
2859,54
8731,106
14856,109
15437,91
1796,5
9625,90
304,102
15309,91
1584,85
3315,41
2778,65
1718,85
1537,10
10020,94
4173,35
6253,108
2313,2
10904,114
14329,70
1875,5
14141,19
6307,115
9094,50
13965,59
14925,101
6045,115
811,54
3307,42
2206,24
9735,83
1273,85
10795,63
11493,105
6760,97
8532,54
8854,68
2687,68
11150,32
3967,88
2907,108
11746,56
12563,49
12690,90
12745,26
4302,41
6501,102
13677,6
730,102
6124,115
3025,63
7373,31
10702,20
13118,42
13897,9
14742,101
4962,87
15339,91
5196,25
11123,13
11899,5
10806,77
12919,98
8872,58
1403,87
13698,65
11697,56
6736,90
7870,19
6075,115
841,54
7806,34
1565,85
579,54
1699,85
1303,85
202,67
2181,88
8561,58
4332,41
12257,100
12331,49
13093,106
7504,83
658,54
4992,87
6026,115
1998,88
10112,46
11171,67
10,18
14826,71
14564,71
9330,10
431,11
5257,18
13939,19
15045,115
6105,115
7354,31
13099,42
11602,24
609,54
4186,108
4943,87
6514,54
2004,24
3707,110
3941,48
7100,114
13005,114
5718,83
4362,41
2779,20
7234,114
3321,74
4441,105
9281,10
9064,12
5514,24
9165,64
822,54
9399,2
5156,87
6405,3
560,54
4894,87
6625,6
12979,98
3557,58
13576,88
5334,93
4415,52
5931,83
7051,114
7307,40
4313,41
11789,8
3036,63
3311,2
4216,108
639,54
4612,108
4973,87
8679,26
1893,48
8784,79
10093,46
13885,25
14807,71
5748,83
7264,114
4366,52
4452,92
252,22
9311,10
13122,2
10054,54
9135,13
14982,72
852,54
9429,2
11583,24
4167,108
4924,87
851,58
4024,59
4748,90
8339,79
7081,114
5102,93
3223,10
4343,41
4780,42
5699,83
11148,32
3857,67
5574,88
10968,101
10123,46
11023,37
10269,100
2418,27
14878,72
4396,52
5912,83
14575,71
15012,72
3174,10
11099,32
576,11
12178,25
9662,65
14533,74
8922,26
11654,25
4197,108
6324,27
8660,26
15190,78
8765,79
1497,61
5729,83
2052,54
4347,52
8736,21
233,22
9292,10
3392,88
6339,12
10076,55
14526,34
15269,78
11867,25
11564,24
3188,29
4181,19
6636,6
8850,42
10567,63
5942,83
7062,114
13168,67
13283,54
8154,46
9229,75
11946,25
12080,25
15354,78
8690,26
14776,101
911,58
5319,40
9452,83
15296,73
2082,54
4377,52
4773,52
5356,107
8133,108
6765,12
7288,16
9148,86
10659,2
13133,2
12334,26
9665,83
2956,29
1896,49
6626,82
4532,74
10826,115
12598,72
14169,39
11973,20
7603,64
724,87
6202,20
6744,74
2033,54
7905,106
2575,108
9939,63
1890,5
3373,88
7239,16
11270,48
6504,92
8799,90
13947,111
1471,21
7825,113
6498,18
11039,115
12448,20
9354,83
4784,2
3509,97
10152,63
1126,23
7621,54
12131,84
15326,73
7056,16
11927,25
12364,26
4499,18
4222,6
6538,90
13558,6
15201,78
13924,63
6656,82
3120,29
10071,74
10640,2
6934,26
8114,108
5497,59
12995,14
12126,90
450,90
13237,72
9646,83
6607,82
10316,26
2933,58
4108,25
7322,27
7086,16
7482,16
13588,6
7220,16
12528,26
13722,6
6306,90
10814,10
6727,83
10395,26
1410,24
7442,65
13889,119
2970,61
14238,7
1588,30
13539,6
14926,115
3666,30
5182,61
13544,84
6940,83
4824,87
11871,106
6678,83
4006,98
9689,22
6898,86
11186,3
11609,106
14419,55
965,24
12586,88
5332,5
6419,88
13618,6
7250,16
12107,90
4013,30
1482,21
3617,30
1905,87
3763,84
5191,2
1440,24
3754,35
2780,58
4915,67
10297,26
9106,51
1778,19
4328,41
9166,102
9240,51
8918,0
5776,103
12770,30
15547,31
10120,100
2396,68
13490,90
11272,83
6528,115
10614,83
10251,31
9191,51
10834,86
9034,67
13946,77
14020,26
11067,65
8354,79
470,58
4945,67
15186,78
3990,103
12627,102
4540,18
4399,42
4795,42
1983,20
8948,0
12021,63
13604,84
15161,116
8851,67
11146,65
549,58
7992,77
2744,118
13782,90
2761,58
14893,72
2981,61
6269,12
11114,32
15374,116
6186,14
437,2
7925,23
10998,86
14312,26
14353,64
14050,26
10373,34
15492,108
14184,26
4270,49
8645,120
7382,40
4228,52
2657,85
10155,40
1416,30
3892,103
10174,53
12051,63
10595,83
12676,115
12312,67
9332,3
12064,2
10553,86
8022,77
9015,67
13767,88
15278,73
11824,20
8775,85
4380,42
10882,32
13182,108
15436,68
2330,77
14099,39
926,58
15012,6
67,68
664,58
6072,6
9750,112
9869,63
10232,115
13300,100
4373,2
1742,92
6539,115
2425,85
83,12
6370,77
2342,87
3536,67
4059,108
14293,26
1777,49
12613,72
13318,90
14949,71
9660,74
5907,23
4410,42
6449,77
296,12
15172,116
9575,3
10139,45
9313,3
12950,108
6178,28
8473,26
10713,51
13531,90
3330,83
231,31
6759,10
9510,22
4799,2
129,20
4403,2
7476,65
12985,65
15385,116
2152,47
6978,54
11964,13
2286,47
1749,108
10935,100
13425,108
13163,108
12244,67
1807,49
9850,63
10562,3
6448,10
10185,53
12224,88
11164,108
2406,85
6351,77
6874,118
2237,47
12141,90
12323,67
7732,112
5435,41
15247,7
261,31
641,23
12955,14
9801,63
9223,86
14209,45
11779,88
7101,16
6053,90
13892,109
15447,68
20,90
12434,19
6226,18
14607,95
8399,53
3748,84
224,85
592,23
1029,24
7457,65
8140,58
330,23
10671,67
12906,14
6381,77
12171,90
2267,47
118,103
5608,90
5104,62
5627,103
7762,112
14264,102
13364,74
4083,10
11430,92
13188,114
3821,10
1108,24
5879,95
9831,63
9253,86
10428,53
309,85
10805,3
4120,77
4421,5
4321,67
7131,16
12742,27
14220,32
14417,51
210,42
5055,62
7713,112
8107,2
3778,84
6992,86
14636,95
622,23
4414,2
12996,65
1406,68
13288,2
8408,115
7522,22
8086,64
12549,19
3435,95
6723,83
6809,86
11360,117
205,85
2796,108
10969,3
4673,118
2612,58
4351,67
8498,45
14007,45
1357,68
15027,101
1450,30
13910,112
5085,62
4166,21
7339,22
7440,74
14666,95
9773,98
11089,4
1089,24
8518,108
249,47
10469,67
2167,58
6341,102
12827,84
13935,61
12001,42
7290,22
366,43
6753,83
5256,65
11390,117
12799,22
2826,108
14213,5
1040,24
4777,67
12721,102
14856,111
10957,6
15057,101
4231,42
8067,64
11341,117
12750,22
279,47
5991,110
11514,45
4035,103
12433,49
3231,49
3754,90
9733,39
7639,31
15008,101
6524,115
6128,115
5066,62
3106,54
4708,88
8037,77
2856,108
12968,100
7002,90
2148,21
4443,19
6482,54
147,12
12924,30
7810,34
6500,108
2345,77
7271,22
7694,88
11371,117
3867,88
350,48
6181,99
12724,90
1026,102
8428,83
7669,31
14078,59
1461,30
6554,115
924,54
10346,94
11304,63
6507,3
662,54
4996,87
8821,14
9982,46
9765,48
4476,88
9710,112
11482,69
14830,71
7032,90
13985,16
6109,115
875,54
479,54
1599,85
498,67
15085,68
322,107
2490,27
2113,77
6144,72
12754,90
6378,10
51,21
9371,50
21,115
3760,2
9068,12
5838,2
7791,34
14200,25
8749,3
14480,79
11940,21
13261,42
7650,31
9785,40
6676,54
5616,74
905,54
6139,115
1629,85
2696,24
643,54
5473,25
4977,87
15115,68
6171,67
6298,108
11083,77
10725,103
7134,114
14811,71
8488,83
9577,10
678,11
11476,8
14492,25
14230,25
10900,77
14725,4
5831,83
7347,114
12474,49
5965,83
7085,114
11271,20
9774,2
10813,108
539,54
8879,89
12936,65
169,26
733,68
5007,87
7777,112
3367,20
7164,114
5782,83
8996,85
6453,22
14579,71
6076,72
14698,22
3008,87
11227,98
4174,5
2501,27
4259,49
8048,53
3519,10
5995,83
7115,114
6793,63
4773,41
4377,41
5733,83
9630,115
13020,114
8207,46
3355,87
9327,77
9079,12
9461,77
11442,10
5529,24
15507,16
1756,58
10419,46
1976,61
2499,102
13779,102
11874,30
13536,115
5812,83
13448,2
3255,85
4953,93
5550,83
5946,83
11689,21
12441,114
15046,72
1716,107
8158,46
14209,100
15544,19
11953,30
13864,102
2670,105
7455,74
8812,18
5166,93
5763,83
8977,85
37,85
3251,87
13270,117
8237,46
8137,108
9357,77
13137,2
2048,58
1189,68
4021,5
15234,15
12677,17
12864,72
2561,54
5976,83
4553,14
4061,77
11578,45
103,35
4396,67
11980,25
12159,27
1006,68
13716,59
14836,90
10345,73
10983,101
8407,90
10661,50
7948,64
8545,54
13632,65
6464,22
1538,77
8401,46
4213,67
12193,25
14755,101
1219,68
13896,111
15049,90
11719,105
2853,54
1237,85
8725,106
5304,40
2871,108
8958,85
6864,77
13421,3
1790,5
3829,77
8118,108
3407,88
13366,67
13440,16
13641,6
8498,100
14968,101
14007,100
15303,91
8313,54
1986,65
4722,65
3541,24
12619,25
12223,25
13720,6
10244,4
14919,101
4275,19
4712,20
1663,85
1267,85
1401,85
3696,83
7588,0
9687,86
10064,73
15513,22
2419,68
2097,54
4191,25
4769,2
8324,68
13671,6
14972,112
14736,101
15314,78
13409,6
13891,9
15333,91
7803,73
1218,85
13606,62
2572,54
11457,118
14321,7
1771,5
9118,50
11126,18
1831,19
7037,18
6586,82
1352,21
1297,85
1693,85
1486,21
1431,85
1968,24
2711,68
5181,67
12669,88
13500,16
3004,61
6419,90
7498,83
10409,84
2995,12
7833,73
6974,83
1644,85
4858,87
7590,86
11468,105
207,118
6179,108
10482,74
12943,98
2400,68
12257,36
7405,40
1861,19
4411,41
7028,90
7463,18
5570,0
12776,106
2416,12
5850,54
10057,46
1199,85
6144,6
9358,45
7363,16
2511,20
9099,50
9696,40
10857,72
9393,2
7863,73
11192,62
1674,85
4888,87
5600,64
815,58
553,58
13786,90
8409,17
8536,58
14381,7
2765,58
14859,46
368,49
2025,19
14083,84
9091,51
5137,10
10868,86
11565,14
3177,2
10087,46
3163,67
4839,87
11207,77
13879,25
10945,77
9305,10
3460,61
10466,42
4098,52
12761,40
13520,92
2876,10
13096,30
584,54
14659,95
9408,108
583,58
5096,93
5693,83
4774,42
1821,81
4531,92
6303,12
8779,85
3455,67
5227,24
5623,24
4112,108
1536,97
4869,87
6600,6
8575,26
796,58
4051,98
11528,24
2673,68
534,58
10135,100
6076,6
12868,58
15424,60
9873,63
7416,40
3040,10
2429,85
8654,26
3802,67
7594,46
8318,77
8392,26
4063,108
10849,86
6914,58
12905,74
14693,26
8369,79
15260,73
4255,49
9286,10
3441,61
13097,2
9225,0
12876,3
1627,107
11861,25
10928,86
13344,108
15176,116
9579,3
2218,23
8605,26
14133,39
15046,6
5674,83
9903,63
9820,65
6284,12
12074,25
14154,98
10081,106
15255,116
8744,77
7758,46
3133,29
11949,30
11553,30
13473,114
15405,60
11687,30
6976,10
6365,85
9854,63
432,23
12650,77
2672,85
13374,108
14840,22
2410,85
12462,26
13112,108
10173,45
15366,68
11749,90
15104,68
6620,82
3084,29
2024,49
7740,113
12110,69
6196,20
9933,63
6738,74
29,20
7261,115
2569,108
9544,22
10342,2
11388,84
12959,14
8950,37
13198,67
15317,68
8586,26
83,27
12920,59
1841,49
6571,82
13503,114
1987,103
11717,30
5275,54
1161,61
13653,98
9884,63
8824,83
462,23
2702,85
13552,6
7184,16
12492,26
8901,37
9465,79
13089,16
11182,100
12175,90
103,90
13142,108
122,103
3114,29
323,93
5631,103
6650,82
6691,83
10053,20
13892,111
14065,39
1112,24
5372,108
9835,63
10680,118
3586,24
4023,25
6745,90
6927,67
7397,16
13445,65
7135,16
14224,32
4664,58
14144,39
6601,82
10453,112
13667,114
4405,63
5439,54
9914,63
8417,45
9525,22
8570,58
7214,16
409,25
12522,26
13045,67
11823,25
6434,90
6038,90
10942,10
6721,83
5661,103
13484,114
13954,63
1142,24
3222,97
209,85
7427,16
7165,16
4694,58
5131,59
12156,90
13928,10
1397,21
3095,29
4074,84
6672,83
6892,86
7343,22
12852,22
959,24
7910,106
9555,22
656,23
697,24
1093,24
10353,2
10923,118
1855,81
13933,61
7116,16
9155,51
3611,30
6202,90
7422,22
10476,72
12449,19
7556,22
10214,72
2757,118
12831,84
10828,2
7195,16
9234,51
12503,26
1806,81
9476,79
14407,102
6702,83
2461,12
3421,54
5119,62
5642,103
7373,22
13044,84
4659,77
12542,102
14432,51
3976,20
7586,22
2902,105
7324,22
4578,88
11061,65
10899,3
3793,47
7007,86
5596,108
8609,120
10321,26
945,102
10857,6
11380,47
1836,81
2372,61
13470,84
4571,85
7403,22
10913,86
7537,22
7986,77
2215,77
13208,84
7275,22
13844,2
6824,86
1153,24
10272,26
13431,92
9358,100
4344,42
7437,20
10510,83
10992,86
12241,2
9173,54
11308,63
13025,84
7354,22
14120,85
13085,98
494,58
628,58
4580,26
4480,88
7694,90
6894,37
975,102
5397,19
11486,69
1866,81
10011,106
4295,42
4422,83
10723,83
745,54
2823,54
11961,69
3103,108
12819,100
1919,92
2175,18
6382,10
4374,42
3837,103
2736,85
10843,84
11239,84
12736,102
2615,24
2474,85
199,2
5292,87
2353,24
12009,2
12136,43
3055,67
3170,54
2592,77
7967,77
12391,67
14006,77
2691,19
2171,20
7520,31
4325,42
11190,84
775,54
9779,106
11410,87
15119,68
3006,67
475,58
13300,36
8754,83
1949,92
3647,63
14378,70
8492,83
14538,22
15498,64
6195,12
264,23
10283,53
12342,3
12765,106
13959,86
14601,95
6777,108
13541,115
4077,61
7217,114
8571,83
10706,92
3598,63
7,74
4355,42
6435,115
7684,31
9167,114
11440,87
7923,47
5507,25
7430,114
12053,21
7168,114
9697,50
3811,63
10179,53
14702,22
6863,3
2138,85
4306,42
12668,65
756,54
3029,27
7855,34
12423,5
15100,68
7247,114
3845,61
5843,95
6025,72
11567,20
1971,93
9970,64
11608,21
12004,21
9634,115
13063,42
12913,74
12006,67
449,18
349,80
14179,102
13783,102
6078,83
7198,114
10949,92
8552,83
5238,106
7451,65
3304,87
11955,21
12781,63
6375,77
11724,88
11261,98
1242,68
11517,24
1603,47
15051,4
15130,68
12513,19
6687,83
3815,10
7411,114
14954,71
10740,103
7149,114
4532,65
10000,64
14551,95
5234,108
275,23
8943,89
1059,68
4025,5
12036,67
7707,112
4171,59
6766,83
12330,19
3772,84
236,31
8161,53
7142,74
7228,114
6242,83
1531,63
5846,83
7362,114
8739,30
4442,64
9537,10
2945,46
6245,88
5185,108
6300,24
9951,64
1668,68
4104,5
9775,67
1010,68
3343,92
6717,83
3382,20
9650,72
13387,115
7179,114
11527,45
2924,108
15453,24
13304,117
3285,87
12941,65
14759,101
11242,98
15268,15
10763,63
8729,106
13297,114
13949,3
4310,2
3236,87
14347,49
15522,16
3313,41
11017,101
13794,102
13813,115
6411,97
4606,0
2820,108
4143,10
4666,14
1034,24
4289,64
13334,117
5409,58
14028,3
4509,67
14611,95
6286,102
1253,68
5224,49
12144,27
3410,95
4786,52
10710,65
12845,74
4543,65
3965,88
11508,45
13547,117
3266,87
15002,101
2063,58
14740,101
12142,102
13981,49
2283,61
10901,10
15510,19
14280,116
5018,65
8710,106
45,45
13930,3
5311,58
149,102
14717,90
341,43
1301,85
10561,63
6232,108
13472,64
9721,86
4573,65
8298,54
10887,4
13504,16
14770,101
12172,102
14904,101
7502,83
9613,31
10251,22
2794,105
6008,107
8740,106
10774,63
14122,65
2606,54
11665,5
3289,47
13979,16
12886,88
2886,108
11100,4
13065,90
11406,10
7352,31
607,54
9793,83
1331,85
4941,87
2002,24
4082,97
10524,73
13444,86
12301,108
12621,49
14338,70
12882,90
4816,92
12202,102
14934,101
3217,63
6054,115
820,54
7785,34
2196,11
3316,42
5154,87
1678,85
4892,87
9397,2
9964,86
3555,58
12977,98
14385,7
4311,41
9182,50
13485,16
899,54
3034,63
13072,106
3309,2
7483,83
5549,64
1361,85
4971,87
5205,25
1495,85
5783,2
10091,46
13883,25
14805,71
13960,16
4450,92
9992,40
7798,94
11623,21
1846,19
6084,115
850,54
11070,74
11581,24
1708,85
4922,87
12282,108
4558,39
3221,10
4341,41
5697,83
8171,83
3064,63
13869,19
7513,83
667,54
5493,24
14351,22
7733,86
14975,115
4142,97
4873,87
4697,90
2677,68
14876,72
4917,93
5910,83
3494,61
6070,72
7286,40
11097,32
14573,71
9660,65
14531,74
618,54
4195,108
1074,68
2431,12
8658,26
8367,79
7467,88
6025,6
12835,112
5727,83
4345,52
9290,10
231,22
3049,61
12356,114
7939,83
9073,12
13101,2
11865,25
9012,2
11562,24
2226,24
4146,108
4903,87
3901,48
5940,83
7060,114
3524,61
7316,40
13221,40
4107,116
4322,41
11985,63
12078,25
4098,67
8688,26
4560,98
14075,100
10102,46
13894,25
6585,6
5757,83
8971,85
4771,52
4375,52
7622,2
261,22
1959,30
8071,94
9320,10
14366,20
15472,116
9484,118
8639,26
8348,79
11636,30
13502,117
1938,92
5708,83
4789,42
2031,54
4326,52
2755,85
6742,74
9271,10
9937,63
8316,46
15289,116
13825,46
1134,68
738,68
2276,87
6161,28
8797,90
11268,48
3167,29
6978,58
7823,113
11849,30
14246,39
3681,21
6458,22
4405,52
5921,83
7041,114
7156,64
9176,86
6397,12
11108,32
11733,84
10194,106
12362,26
14038,46
4134,3
4602,108
5340,37
8413,100
8669,26
15199,78
6654,82
3118,29
13462,115
5141,93
5738,83
3632,21
10638,2
4356,52
2785,85
12763,77
4449,14
8112,108
6348,12
7267,16
8984,37
11422,84
12124,90
12272,25
13098,67
5613,88
13975,111
2660,90
8620,26
9644,83
13028,8
12415,10
1732,0
9206,86
9918,63
9340,86
12251,87
13586,6
7218,16
12089,25
12075,90
12526,26
8699,26
11827,25
12254,92
15363,78
2892,103
3148,29
4127,84
7702,65
6857,10
10393,63
12616,72
7440,65
9608,22
12762,10
13128,67
13360,67
7431,16
7591,5
13336,16
2563,49
3664,30
6938,83
1212,85
12607,72
3099,29
1346,85
4541,74
12681,21
12980,88
2042,54
10619,2
5330,5
9986,89
12422,26
13616,6
7248,16
12119,25
12105,90
6730,90
12556,26
186,103
1480,21
13056,83
3720,83
7426,22
12894,21
14713,53
4492,74
4793,2
9289,97
7470,65
9504,22
10832,2
598,47
1537,3
2912,58
11198,59
14412,98
1776,19
2414,47
8916,37
9480,79
1638,85
6706,83
4705,74
9818,74
7105,88
2394,68
6783,37
10897,67
5360,5
6917,37
8123,108
3412,88
8816,35
11485,8
8995,37
4504,20
6498,90
14041,10
5744,116
9046,2
1382,21
5174,0
10909,77
12796,21
8694,45
10325,26
8613,120
8432,45
12625,102
13396,16
5457,59
7229,16
13597,6
14703,102
8817,115
4094,41
5396,49
8946,0
15517,90
9589,106
126,65
4656,10
8265,53
13898,119
14509,7
4732,5
2979,61
3939,103
7282,27
7607,83
1891,19
10413,31
6907,86
13643,14
7380,40
12655,102
4386,41
3890,103
15323,116
9330,3
9402,108
5329,116
13925,77
11413,118
1053,24
8333,79
14494,5
10306,26
15499,49
4480,90
4378,42
7471,20
3187,67
11838,1
3844,108
2476,12
4045,98
8844,2
11125,65
7971,77
6070,6
7668,39
1620,27
10068,90
14490,7
14872,72
3920,103
6537,115
2423,85
12858,30
14228,7
8878,0
3534,67
4057,108
2293,12
2802,118
9767,98
3996,98
14029,26
8363,79
8624,120
4584,39
4804,42
4408,42
3871,103
12030,63
10137,45
2157,87
11727,25
9311,3
2506,12
8001,77
2230,77
13980,26
7541,92
5447,84
2849,85
2453,85
10989,32
15383,116
4359,42
8908,0
446,2
3564,67
11007,86
6676,58
11428,79
14119,77
509,58
3838,47
11763,69
9848,63
12685,115
6446,10
10183,53
6518,115
2800,85
2404,85
12060,63
12800,102
12321,67
8031,77
8501,26
8867,83
15369,73
9001,83
9799,63
303,74
6335,115
6442,12
4389,42
9119,75
2751,85
13191,108
15445,68
2272,87
1835,49
5527,90
8841,67
14223,26
15021,6
4369,63
8556,83
7455,65
12381,10
6259,12
92,12
6379,77
226,12
97,90
7050,16
2526,88
14262,102
6979,72
6657,58
8508,42
7630,39
9829,63
14218,32
10412,118
1325,68
11182,36
8947,89
11724,90
15475,68
13078,59
8482,26
13339,63
3776,84
240,31
4440,64
7232,114
9789,112
5317,108
10625,118
12994,65
127,90
7080,16
14012,48
15187,15
1816,49
6983,83
15439,7
7982,53
497,74
4671,118
5268,108
7436,65
7159,16
8496,45
10576,118
11806,21
6245,90
6360,77
12885,14
2246,47
3325,40
5083,62
3660,30
1170,22
270,31
8195,53
14664,95
9549,22
10113,64
1087,24
5858,95
9810,63
14562,84
4958,67
1508,54
5481,108
4314,2
5219,108
2165,58
6816,27
7110,16
13901,109
6196,90
12357,16
29,90
14396,51
7013,83
11999,42
6837,86
14440,94
2315,2
4118,63
14615,95
1038,24
4293,64
7466,65
13338,117
10399,54
10955,6
5113,62
7771,112
13970,64
14130,53
11339,117
13634,115
3830,10
1117,24
5888,95
6922,86
10814,3
277,47
11512,45
4330,67
6226,90
14426,51
13963,61
5064,62
7318,22
8278,64
12029,42
3787,84
251,31
707,45
9819,88
14645,95
94,47
228,47
1750,58
12426,92
12558,19
7269,22
2866,118
7993,53
8826,54
11369,117
13537,74
10482,65
5279,108
8694,100
1366,68
12042,102
6486,27
11302,63
5094,62
3000,54
5135,63
7900,10
13019,84
11219,65
10778,63
12958,74
11320,117
11098,4
13153,84
1098,24
14675,95
3689,47
10695,65
1579,68
6107,115
10455,83
1597,85
5045,62
12010,42
375,43
2634,118
7601,64
11572,45
4029,88
15066,101
6301,102
8076,64
970,108
4760,14
5216,65
109,45
2363,5
2786,108
3182,108
6160,99
3061,47
13865,118
12703,90
5375,58
14013,16
9186,50
14233,19
6674,54
6715,92
903,54
144,2
2183,74
11283,63
364,5
405,43
4975,87
4813,25
2141,77
6183,2
14809,71
7567,79
4454,92
9462,106
2932,54
14723,4
13708,26
2469,27
1657,85
1067,54
671,54
2287,23
5005,87
15156,7
13007,100
5775,5
5577,20
14577,71
11220,20
3677,63
15494,2
750,54
13501,83
884,54
1608,85
4822,87
4956,87
15094,68
2122,77
11893,5
3357,58
5033,41
5726,5
7113,114
7254,90
4771,41
657,11
9628,115
8205,83
11037,20
9077,12
5868,88
835,54
10417,46
2839,68
12992,98
12252,59
5810,83
13231,114
15526,112
4984,41
7064,114
3528,61
9373,10
10512,54
4326,41
13982,19
14841,9
6759,3
914,54
518,54
10933,84
6979,6
11456,88
12691,106
4986,87
13668,88
15137,7
7143,114
8788,30
5164,93
5761,83
8975,85
13268,117
14820,71
14861,72
2987,87
1187,68
9442,2
6448,3
6393,67
6534,6
14359,90
2480,27
8352,79
14794,18
4761,90
1162,11
3424,61
5974,83
4436,64
7094,114
13481,117
4356,41
9568,77
7749,45
8186,46
9306,77
9058,12
742,68
4512,59
2941,92
2478,102
15167,7
8799,17
13496,102
13152,63
5791,83
14850,71
6462,22
4409,52
3394,74
7045,114
13850,105
7843,94
11112,32
12191,25
11236,98
5344,37
8778,79
3630,21
5302,40
99,83
7124,114
4782,41
5742,83
9567,10
14660,95
1788,5
8216,46
9336,77
2968,87
9470,77
8496,100
14005,100
10689,50
2728,105
4018,59
4137,10
9648,83
5821,83
5243,106
4210,0
11142,32
12221,25
3181,87
5275,58
8167,46
2322,97
11266,98
3516,77
985,68
15233,78
4273,19
8447,100
8703,26
13956,100
10962,101
2459,102
2679,105
9685,86
13059,114
14556,95
5249,42
8986,85
2095,54
14690,95
13669,6
14734,101
4,88
2695,49
1198,68
6487,28
7722,46
15331,91
14370,90
14444,39
397,19
12047,30
11651,30
4502,0
13841,5
8197,46
5439,58
9317,77
7035,18
4437,19
8812,90
10951,63
2709,105
9715,86
4701,65
13498,16
4513,14
13236,16
10223,4
6417,90
15524,26
4235,6
14273,49
4254,19
1697,21
1642,85
1246,85
11681,30
12715,21
10043,73
12875,10
14011,49
2880,108
2398,68
2076,54
13912,6
8127,108
15293,78
14472,114
1514,21
1459,85
6390,108
10820,115
2551,54
11436,118
11670,56
9221,86
2812,58
12413,100
12614,90
415,49
5286,58
10709,18
12748,90
1884,5
13601,6
7297,31
15263,91
552,54
1672,85
1276,85
4660,10
1465,21
12246,108
12910,88
2910,108
11487,56
13696,14
14379,7
8534,58
12230,100
12486,26
2983,61
12169,90
13900,9
5415,64
1227,85
4837,87
5649,2
10809,77
10850,115
10943,77
11728,118
12325,108
2379,68
5211,5
7365,27
7129,16
4390,41
288,102
1702,85
8969,107
6847,37
7303,88
8564,58
4529,92
12132,100
14909,101
3192,63
1791,19
7782,22
7842,73
3568,54
6378,3
533,54
1653,85
4110,108
4867,87
10376,87
10808,10
10973,77
4691,90
13948,63
12891,88
2610,58
7414,40
10072,90
11762,8
13286,92
11500,8
2964,61
12578,42
11186,77
3825,97
1946,14
13381,100
2823,58
9284,10
3439,61
3513,10
7346,27
10866,72
12296,63
12437,2
7946,22
11556,24
563,54
14374,63
13795,90
10163,100
10815,26
4648,26
14786,7
2994,61
15253,116
12784,2
12388,2
3448,2
13568,84
8420,26
10096,46
4848,87
15403,60
4369,52
5885,83
3469,61
11886,20
13066,102
13529,92
14341,7
4401,41
6495,12
12400,12
8633,26
14075,36
4706,88
1932,92
6194,20
8871,83
4320,52
9265,10
1904,30
